text,basic_relationship,subtype_label
"  Yeah yeah  But leave me alone for awhile  I got to make some calls,  Theyll get to you too  theyll destroy you Theyre untouchable man  Im so fucking exhausted I cant see straight,  Oh man why dont you stop  This is too fuckin big for you  Who did Kennedy  Its a mystery wrapped in a riddle inside an enigma  Even the shooters dont fuckin know  Dont you get it yet  I cant be talking like this  Theyre gonna kill me Im gonna die  I dont know what happened  All I wanted in the world was to be a Catholic priest  live in a monastery study ancient Latin manuscripts pray serve God  But I had this one terrible fatal weakness  They defrocked me  And then I started to lose everything,  Jack  Jack was a pimp  A bagman in Dallas for the Mob  He used to run guns to Castro when he was still on our side  Check out Jack Youngblood Shit  we almost had Castro  Then we tried to whack him  Everybodys flipping sides all the time  Its fun n games man fun n games,  Shaws an untouchable man  highest clearance  Shaw Oswald the Cubans  all Agency,  You make it sound like some remote fuckin experience in ancient history Man you never leave the Agency Once they got you youre in for life,  Black black  just give it to me  Shit  Im so exhausted  My neck is killing me  Ive got cancer  Had it for years  I been working with mice yknow trying to come up with a cure,  Same one  I didnt know no impersonator,  Fuckin A  How do you think the Agency gets people to do their bullshit  Fuck knows what they got on Oswald,  Everybody  The Agency  The Mob The Cubans  Yeah follow the Cubans Check them out  Here in Dallas Miami  Check out a guy named Eladio del Valle  My paymaster when I flew missions into Cuba  hes somewhere in Miami  Youre on the right track,  You think I was a getaway pilot for the assassination dont you,  Oh you got that  Banisters pet project  Getting paid by the government to work against the government  Beautiful  What a mind he had what a guy Guy  He had all those files,  Leons in a bad mood dont get excited hes all right,  Why  Whats wrong,  Yes now I remember Mr Garrison Im sorry I got confused  We got out there near the geese and it was only then we realized wed forgotten our shotguns  Stupid right  So of course we didnt get any geese,  Oh yes well come to think of it theyre right  We got to where the geese were and there were thousands of them  But you couldnt approach them  They were a wise bunch of birds,  I believe the boys got a couple,  In the morning we went goose hunting Then headed home but I dropped the boys off to see some relatives and I stayed in Hammond,  No particular reason  Just to go somewhere,  We went straight to Houston and then Saturday night we drove to Galveston and stayed over there,  Oh it was just a spur of the moment thing  the storm wasnt that bad,  I hadnt been there ice skating in many years and I had a couple of young friends with me and we decided we wanted to go ice skating,  Yeah now thats true  I drove to Houston,  No I never saw him before in my life,  No if he did I dont remember him  There were lots of kids in and out yknow,  Thats not true  I never met anybody named Oswald  Anybody who told you that has to be crazy,  Do you mind if I smoke Mr Garrison,  Do you remember me Mr Garrison  I met you on Carondolet Street right after your election  I congratulated you remember",unpleasant,Undesirable
"  Come in Dave  Have a seat make yourself comfortable  Coffee,  There were admirals,  But you took his orders  He was directing the autopsy,  But you were a qualified pathologist Was this Army general a qualified pathologist,  Your Honor I would ask you to direct the witness to answer my question Why did Colonel Finck not dissect the track of the bullet wound in the neck,  As a pathologist it was your obligation to explore all possible causes of death was it not",friend,Close Acquaintance
  Colonel Finck are you saying someone told you not to dissect the neck,pleasant,Diverse Work
"  We have that taken care of  You only heard three shots and you are not to talk to anyone about this No one you hear,  Thats impossible  You heard echoes echoes  We have three bullets and three shots which came from the Book Depository and thats all were willing to say,  How many shots you say you heard",friend,Close Acquaintance
"  If we go to him our investigationll hit the front pages by sunrise Blow up right in our face  Ruby was just given a new trial  If he has something to say itll be there Susie what did you find out on Oswald,  Ive spent half my life in the United States military serving and defending this great country Mr Shaw and youre the first person I ever met who considered it an act of patriotism to kill his own president,  No people like you dont have to I guess  people like you walk between the raindrops,  Mr Shaw have you ever been a contract agent with the Central Intelligence Agency,  and that this company is linked to the Schlumber tool company here in Houma Louisiana  which is where their arms may have come from to David Ferrie and his Cubans,  It says that this company has heavily Fascist ties to the French secret army organization that tried to assassinate de Gaulle in 1960,  Mr Shaw this is an Italian newspaper article saying you were a member of the Board of Centro Mondo Commerciale in Italy that this company was a creature of the CIA for the transfer of funds in Italy for illegal politicalespionage activities  It says that this company was expelled from Italy for those activities,  Please answer the question,  Mr Shaw did you ever meet Lee Harvey Oswald,  Mr Shaw can you identify this man,  No it was not  Do you know an attorney by the name of Dean Andrews,  Does the name Clay Bertrand mean anything to you,  and that the four of you partied early into the morning hours,  David Ferrie,  in the course of that night Mr OKeefe said a man named David Ferrie stopped by the house along with another young man,  After dinner you paid him to have sex with you,  I would imagine a uniformed waiter helps,  Mr OKeefe told us he met you at the Masquerade Bar down in the Quarter and several evenings later you had him over for dinner at your apartment on Dauphine Street  Do you recall that,  A Willie OKeefe,  A Perry Russo,  We recently talked to a number of men who claim to know you  Are you acquainted with a David Logan,  Well in an investigation were conducting your name has come up a number of times",friend,Superficial Acquaintance
  Im not sure I understand,pleasant,Diverse Work
"  Mrs Mercer as a former FBI man its difficult to accept this,  But you didnt seem nearly so sure in your statement to the Warren Commission,  You mean you identified him on Saturday the day before Ruby shot Oswald",unpleasant,Undesirable
"  Nobody knows what were talking about Jack,  Hold on Jack  Whats the problem,  The assassination Jack,  Clay Bertrand  Hes in the Warren Report  He tried to get Oswald a lawyer  Was Kennedy ever discussed Jack,  Bertrand  Clay Bertrand,  Anything more specific Jack  Its important,  And Oswald,  Where is Banister in all this,  Was he there often,  Why did Guy beat you Jack,  You have other information,  Well Id ask Guy  we were friendly you know  heart attack wasnt it,  Yet on November 22 1963  the day of the Presidents murder  our police report says he pistolwhipped you with a 357 Magnum  But the police report says you had an argument over the phone bill Here take a look at it  Now does a simple argument over phone bills sound like a believable explanation to you,  And he never hit you before",friend,Close Acquaintance
"  Then what are we going through all this trouble for,  Sure sounds like hes winning,  Hate mail here  Fan mail here  The bad news is the IRS has just requested an audit on your income from this office,  Shes the best damn witness we have,  Well believe what you want boss but we got to be more careful  All these new volunteers any one of them could be,  HOLD IT CHIEF,  Even my own wife chief  Whos wondering where I am,  Didnt someone say he didnt speak good Russian",friend,Close Acquaintance
"  Stop your investigation it was a magnificent effort but its over and done with  The press is already on your behind and thats only the beginning my boy only the beginning,  Nonsense  You should be in a job where you can make decisions that have impact affect the world  Here youre trying to climb up the steep side of Mount Everest,  Im going to be very frank with you Youve done a great job an astounding job considering the limited resources available to you  But the best you can ever hope for is to stir up a lot of confusion  Youre not going to do this country any good and youre not going to do yourself any good  You dont belong here  On this Mickey Mouse street with that cheap strip of bail bond shops,  Thats all youve had all this time,  How many men are working with you on this,  I know about that shot  A terrible tragedy  How much do you have for carrying on your investigation,  You were lucky  I spent three years in the Pacific  Ive never seen an avenue with such a profusion of bailbonding companies Why is that,  Splendid love to see them,  Ive done quite well in Denver Mr Garrison but I have to admire someone like you  and I have the means to back up what I say,  Yes thank you Mr Garrison  Your coffees almost Turkish down here but I could get used to it",friend,Superficial Acquaintance
